,Highest Bid,Highest Bidder,Second Highest Bid,Second Highest Bidder
190,830.7756177739178,EarlyBidder,787.2396634772695,EarlyBidder
191,835.4093547945483,EarlyBidder,830.7756177739178,EarlyBidder
192,835.4093547945483,EarlyBidder,830.7756177739178,EarlyBidder
193,835.4093547945483,EarlyBidder,830.7756177739178,EarlyBidder
194,835.4093547945483,EarlyBidder,830.7756177739178,EarlyBidder
195,872.5386694355747,EarlyBidder,835.4093547945483,EarlyBidder
196,872.5386694355747,EarlyBidder,835.4093547945483,EarlyBidder
197,872.5386694355747,EarlyBidder,843.1505928122232,EarlyBidder
198,966.0450839311435,EarlyBidder,872.5386694355747,EarlyBidder
199,1009.4173194493303,EarlyBidder,966.0450839311435,EarlyBidder
200,1009.4173194493303,EarlyBidder,966.0450839311435,EarlyBidder
201,1009.4173194493303,EarlyBidder,967.4121558513638,EarlyBidder
202,1009.4173194493303,EarlyBidder,967.4121558513638,EarlyBidder
203,1009.4173194493303,EarlyBidder,967.4121558513638,EarlyBidder
204,NEW EPOCH,NEW EPOCH,NEW EPOCH,NEW EPOCH
205,0.0,None,0.0,None
206,764.4613405422131,EarlyBidder,693.5908135337233,EarlyBidder
207,764.4613405422131,EarlyBidder,693.5908135337233,EarlyBidder
208,764.4613405422131,EarlyBidder,693.5908135337233,EarlyBidder
209,764.6712806801014,EarlyBidder,764.4613405422131,EarlyBidder
210,776.1121705760179,EarlyBidder,764.6712806801014,EarlyBidder
211,789.7658879063996,EarlyBidder,776.1121705760179,EarlyBidder
212,789.7658879063996,EarlyBidder,776.1121705760179,EarlyBidder
213,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
214,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
215,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
216,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
217,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
218,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
219,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
220,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
221,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
222,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
223,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
224,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
225,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
226,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
227,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
228,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
229,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
230,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
231,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
232,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
233,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
234,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
235,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
236,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
237,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
238,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
239,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
240,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
241,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
242,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
243,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
244,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
245,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
246,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
247,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
248,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
249,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
250,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
251,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
252,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
253,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
254,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
255,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
256,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
257,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
258,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
259,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
260,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
261,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
262,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
263,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
264,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
265,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
266,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
267,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
268,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
269,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
270,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
271,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
272,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
273,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
274,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
275,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
276,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
277,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
278,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
279,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
280,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
281,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
282,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
283,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
284,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
285,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
286,913.5954610160887,EarlyBidder,789.7658879063996,EarlyBidder
287,913.5954610160887,EarlyBidder,820.5807951011078,SniperBidder
288,913.5954610160887,EarlyBidder,840.1134799685332,SniperBidder
289,913.5954610160887,EarlyBidder,912.2857382286101,EarlyBidder
290,1044.0858271686238,EarlyBidder,960.166036142575,SniperBidder
291,1079.6592574189117,EarlyBidder,1067.4301092606074,EarlyBidder
292,1113.1356327964295,EarlyBidder,1090.2766202964933,SniperBidder
293,1179.259595361086,EarlyBidder,1113.1356327964295,EarlyBidder
294,1179.259595361086,EarlyBidder,1121.2405402380264,SniperBidder
295,1179.259595361086,EarlyBidder,1161.121989669832,EarlyBidder
296,1179.259595361086,EarlyBidder,1170.521959978683,SniperBidder
297,1232.373282183949,EarlyBidder,1179.259595361086,EarlyBidder
298,1232.373282183949,EarlyBidder,1179.259595361086,EarlyBidder
299,1232.373282183949,EarlyBidder,1179.259595361086,EarlyBidder
300,1232.373282183949,EarlyBidder,1179.259595361086,EarlyBidder
301,1232.373282183949,EarlyBidder,1179.259595361086,EarlyBidder
302,1232.373282183949,EarlyBidder,1179.259595361086,EarlyBidder
303,1232.373282183949,EarlyBidder,1179.259595361086,EarlyBidder
304,1232.373282183949,EarlyBidder,1179.259595361086,EarlyBidder
305,1232.373282183949,EarlyBidder,1179.259595361086,EarlyBidder
306,NEW EPOCH,NEW EPOCH,NEW EPOCH,NEW EPOCH
307,0.0,None,0.0,None
308,937.2123996529932,EarlyBidder,630.5761997254571,EarlyBidder
309,937.2123996529932,EarlyBidder,676.2241011169872,EarlyBidder
310,937.2123996529932,EarlyBidder,737.1567171010868,EarlyBidder
311,937.2123996529932,EarlyBidder,737.1567171010868,EarlyBidder
312,937.2123996529932,EarlyBidder,737.1567171010868,EarlyBidder
313,937.2123996529932,EarlyBidder,779.117992642137,EarlyBidder
314,937.2123996529932,EarlyBidder,874.790346376894,EarlyBidder
315,937.2123996529932,EarlyBidder,874.790346376894,EarlyBidder
316,937.2123996529932,EarlyBidder,917.6915818728339,EarlyBidder
317,996.2269342474985,EarlyBidder,937.2123996529932,EarlyBidder
318,1020.4141838080488,EarlyBidder,996.2269342474985,EarlyBidder
319,1148.6227841979048,EarlyBidder,1095.7680326746877,EarlyBidder
320,1148.6227841979048,EarlyBidder,1095.7680326746877,EarlyBidder
321,1148.6227841979048,EarlyBidder,1119.7115626600016,EarlyBidder
322,1148.6227841979048,EarlyBidder,1135.1456014997339,EarlyBidder
323,1148.6227841979048,EarlyBidder,1135.1456014997339,EarlyBidder
324,1148.6227841979048,EarlyBidder,1135.1456014997339,EarlyBidder
325,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
326,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
327,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
328,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
329,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
330,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
331,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
332,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
333,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
334,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
335,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
336,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
337,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
338,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
339,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
340,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
341,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
342,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
343,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
344,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
345,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
346,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
347,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
348,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
349,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
350,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
351,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
352,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
353,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
354,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
355,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
356,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
357,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
358,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
359,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
360,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
361,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
362,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
363,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
364,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
365,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
366,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
367,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
368,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
369,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
370,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
371,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
372,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
373,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
374,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
375,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
376,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
377,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
378,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
379,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
380,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
381,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
382,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
383,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
384,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
385,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
386,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
387,1264.9197736675933,EarlyBidder,1148.6227841979048,EarlyBidder
388,1264.9197736675933,EarlyBidder,1183.3143422692688,SniperBidder
389,1264.9197736675933,EarlyBidder,1183.3143422692688,SniperBidder
390,1264.9197736675933,EarlyBidder,1193.6628323366594,EarlyBidder
391,1264.9197736675933,EarlyBidder,1222.258366451093,SniperBidder
392,1264.9197736675933,EarlyBidder,1222.258366451093,SniperBidder
393,1264.9197736675933,EarlyBidder,1222.258366451093,SniperBidder
394,1264.9197736675933,EarlyBidder,1222.258366451093,SniperBidder
395,1264.9197736675933,EarlyBidder,1222.258366451093,SniperBidder
396,1264.9197736675933,EarlyBidder,1222.258366451093,SniperBidder
397,1264.9197736675933,EarlyBidder,1222.258366451093,SniperBidder
398,1264.9197736675933,EarlyBidder,1222.258366451093,SniperBidder
399,1264.9197736675933,EarlyBidder,1222.258366451093,SniperBidder
400,1264.9197736675933,EarlyBidder,1222.258366451093,SniperBidder
